file_id,file_path,kategori_utama,sub_kategori,width,height,aspect_ratio,split_set
ECO_00092,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-7-_jpg.rf.cad5b864303742edd3d68a23ba2758ba.jpg,Anorganik,kaleng,600,600,1.0,train
ECO_00093,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_13.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00094,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000189.jpg,Anorganik,kaleng,300,300,1.0,train
ECO_00095,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan28.jpg,Anorganik,kaleng,512,384,1.33,train
ECO_00096,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000002.jpg,Anorganik,kaleng,1350,1350,1.0,train
ECO_00097,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-23-_jpg.rf.5a472d0e8ecc0e508a89c544ea45063b.jpg,Anorganik,kaleng,600,600,1.0,train
ECO_00098,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan14.jpg,Anorganik,kaleng,512,384,1.33,train
ECO_00099,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_220.jpg,Anorganik,kaleng,280,280,1.0,val
ECO_00100,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_208.jpg,Anorganik,kaleng,260,280,0.93,train
ECO_00101,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000200.jpg,Anorganik,kaleng,900,600,1.5,train
ECO_00102,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000214.jpg,Anorganik,kaleng,1024,768,1.33,train
ECO_00103,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000228.jpg,Anorganik,kaleng,420,193,2.18,train
ECO_00104,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-26-_jpg.rf.3fad5be890c49ffd5dbf3262f5a8e0ba.jpg,Anorganik,kaleng,600,600,1.0,test
ECO_00105,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000229.jpg,Anorganik,kaleng,515,516,1.0,train
ECO_00106,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000215.jpg,Anorganik,kaleng,543,206,2.64,val
ECO_00107,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_209.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00108,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan15.jpg,Anorganik,kaleng,512,384,1.33,train
ECO_00109,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000017.jpg,Anorganik,kaleng,258,185,1.39,train
ECO_00110,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-13-_jpg.rf.7760525d08def90ebb64ea460db03f7b.jpg,Anorganik,kaleng,600,600,1.0,train
ECO_00111,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000003.jpg,Anorganik,kaleng,500,500,1.0,train
ECO_00112,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan29.jpg,Anorganik,kaleng,512,384,1.33,train
ECO_00113,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000188.jpg,Anorganik,kaleng,712,419,1.7,train
ECO_00114,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_12.jpg,Anorganik,kaleng,324,254,1.28,train
ECO_00115,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000163.jpg,Anorganik,kaleng,360,544,0.66,test
ECO_00116,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan772.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00117,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan766.jpg,Anorganik,kaleng,512,683,0.75,val
ECO_00118,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000177.jpg,Anorganik,kaleng,235,300,0.78,train
ECO_00119,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_157.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00120,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_143.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00121,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan570.jpg,Anorganik,kaleng,512,683,0.75,test
ECO_00122,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000361.jpg,Anorganik,kaleng,1024,768,1.33,train
ECO_00123,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_180.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00124,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000363.jpg,Anorganik,kaleng,600,600,1.0,train
ECO_00125,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan572.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00126,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_182.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00127,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_155.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00128,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-5-_jpg.rf.f43b760e16a840947bd2eb34a9360856.jpg,Anorganik,kaleng,600,600,1.0,train
ECO_00129,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_141.jpg,Anorganik,kaleng,280,280,1.0,test
ECO_00130,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_169.jpg,Anorganik,kaleng,280,280,1.0,val
ECO_00131,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-19-_jpg.rf.fda3f051ad421b1b5c51b3d1a6c1b97d.jpg,Anorganik,kaleng,600,600,1.0,test
ECO_00132,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan770.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00133,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000175.jpg,Anorganik,kaleng,550,550,1.0,val
ECO_00134,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_38.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00135,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan764.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00136,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_10.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00137,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000149.jpg,Anorganik,kaleng,200,200,1.0,train
ECO_00138,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan758.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00139,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-22-_jpg.rf.c770782083b15bccd7a86e061c7e4b7d.jpg,Anorganik,kaleng,600,600,1.0,test
ECO_00140,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000015.jpg,Anorganik,kaleng,450,277,1.62,train
ECO_00141,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000001.jpg,Anorganik,kaleng,1300,866,1.5,train
ECO_00142,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan638.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00143,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000029.jpg,Anorganik,kaleng,1500,1500,1.0,train
ECO_00144,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan17.jpg,Anorganik,kaleng,512,384,1.33,val
ECO_00145,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000217.jpg,Anorganik,kaleng,500,500,1.0,train
ECO_00146,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000203.jpg,Anorganik,kaleng,350,235,1.49,train
ECO_00147,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-46-_jpg.rf.91f51c4ce9157bc3d7a61ed83d74b673.jpg,Anorganik,kaleng,600,600,1.0,train
ECO_00148,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000202.jpg,Anorganik,kaleng,800,365,2.19,train
ECO_00149,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-3-_jpg.rf.87245f08e268f408037bee4f7dabfa5f.jpg,Anorganik,kaleng,600,600,1.0,val
ECO_00150,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan16.jpg,Anorganik,kaleng,512,384,1.33,test
ECO_00151,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan639.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00152,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000028.jpg,Anorganik,kaleng,750,750,1.0,train
ECO_00153,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000014.jpg,Anorganik,kaleng,344,398,0.86,train
ECO_00154,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-38-_jpg.rf.ca2bde3d86e2c2a7857efba72fbafb4c.jpg,Anorganik,kaleng,600,600,1.0,train
ECO_00155,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-23-_jpg.rf.24bdc8c8ac774d1432f6a2b006ccc697.jpg,Anorganik,kaleng,600,600,1.0,train
ECO_00156,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan759.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00157,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_11.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00158,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/kaleng-32-_jpg.rf.f17d572b15c69124449283cdc6064f9f.jpg,Anorganik,kaleng,600,600,1.0,train
ECO_00159,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000174.jpg,Anorganik,kaleng,640,426,1.5,train
ECO_00160,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan765.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00161,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_39.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00162,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan771.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00163,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000160.jpg,Anorganik,kaleng,755,561,1.35,train
ECO_00164,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_168.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00165,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_140.jpg,Anorganik,kaleng,278,280,0.99,train
ECO_00166,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_154.jpg,Anorganik,kaleng,280,280,1.0,test
ECO_00167,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_183.jpg,Anorganik,kaleng,280,280,1.0,test
ECO_00168,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/image_197.jpg,Anorganik,kaleng,280,280,1.0,train
ECO_00169,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000362.jpg,Anorganik,kaleng,700,495,1.41,test
ECO_00170,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan573.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00171,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan5.jpg,Anorganik,kaleng,512,384,1.33,train
ECO_00172,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/00000305.jpg,Anorganik,kaleng,800,513,1.56,train
ECO_00173,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan272.jpg,Anorganik,kaleng,512,683,0.75,test
ECO_00174,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan514.jpg,Anorganik,kaleng,512,683,0.75,test
ECO_00175,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan500.jpg,Anorganik,kaleng,512,683,0.75,train
ECO_00176,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/kaleng/AluCan266.jpg,Anorganik,kaleng,512,683,0.75,train
